,file1,file2,score,type,ind,D_open,D_ext
171,./sequences/prot-0414.fa,./sequences/prot-0903.fa,114,neg,71,-1,-2
172,./sequences/prot-0431.fa,./sequences/prot-0093.fa,112,neg,72,-1,-2
173,./sequences/prot-0446.fa,./sequences/prot-0424.fa,267,neg,73,-1,-2
174,./sequences/prot-0469.fa,./sequences/prot-0609.fa,289,neg,74,-1,-2
175,./sequences/prot-0486.fa,./sequences/prot-0314.fa,113,neg,75,-1,-2
176,./sequences/prot-0503.fa,./sequences/prot-0454.fa,198,neg,76,-1,-2
177,./sequences/prot-0520.fa,./sequences/prot-0088.fa,212,neg,77,-1,-2
178,./sequences/prot-0536.fa,./sequences/prot-0452.fa,320,neg,78,-1,-2
179,./sequences/prot-0552.fa,./sequences/prot-0460.fa,140,neg,79,-1,-2
180,./sequences/prot-0571.fa,./sequences/prot-0711.fa,360,neg,80,-1,-2
181,./sequences/prot-0595.fa,./sequences/prot-0503.fa,224,neg,81,-1,-2
182,./sequences/prot-0616.fa,./sequences/prot-0819.fa,175,neg,82,-1,-2
183,./sequences/prot-0631.fa,./sequences/prot-0386.fa,153,neg,83,-1,-2
184,./sequences/prot-0648.fa,./sequences/prot-0022.fa,99,neg,84,-1,-2
185,./sequences/prot-0665.fa,./sequences/prot-0100.fa,110,neg,85,-1,-2
186,./sequences/prot-0682.fa,./sequences/prot-0873.fa,66,neg,86,-1,-2
187,./sequences/prot-0699.fa,./sequences/prot-0760.fa,171,neg,87,-1,-2
188,./sequences/prot-0716.fa,./sequences/prot-0710.fa,132,neg,88,-1,-2
189,./sequences/prot-0734.fa,./sequences/prot-0108.fa,90,neg,89,-1,-2
190,./sequences/prot-0750.fa,./sequences/prot-0875.fa,57,neg,90,-1,-2
191,./sequences/prot-0772.fa,./sequences/prot-0886.fa,72,neg,91,-1,-2
192,./sequences/prot-0791.fa,./sequences/prot-0245.fa,220,neg,92,-1,-2
193,./sequences/prot-0805.fa,./sequences/prot-0261.fa,200,neg,93,-1,-2
194,./sequences/prot-0821.fa,./sequences/prot-0591.fa,321,neg,94,-1,-2
195,./sequences/prot-0843.fa,./sequences/prot-0026.fa,90,neg,95,-1,-2
196,./sequences/prot-0860.fa,./sequences/prot-0510.fa,91,neg,96,-1,-2
197,./sequences/prot-0878.fa,./sequences/prot-0524.fa,37,neg,97,-1,-2
198,./sequences/prot-0900.fa,./sequences/prot-0264.fa,60,neg,98,-1,-2
199,./sequences/prot-0915.fa,./sequences/prot-0407.fa,138,neg,99,-1,-2
200,./sequences/prot-0004.fa,./sequences/prot-0008.fa,179,pos,0,-1,-3
201,./sequences/prot-0031.fa,./sequences/prot-0034.fa,162,pos,1,-1,-3
202,./sequences/prot-0047.fa,./sequences/prot-0050.fa,171,pos,2,-1,-3
203,./sequences/prot-0065.fa,./sequences/prot-0069.fa,146,pos,3,-1,-3
204,./sequences/prot-0077.fa,./sequences/prot-0082.fa,227,pos,4,-1,-3
205,./sequences/prot-0098.fa,./sequences/prot-0102.fa,69,pos,5,-1,-3
206,./sequences/prot-0124.fa,./sequences/prot-0125.fa,446,pos,6,-1,-3
207,./sequences/prot-0166.fa,./sequences/prot-0177.fa,121,pos,7,-1,-3
208,./sequences/prot-0170.fa,./sequences/prot-0173.fa,143,pos,8,-1,-3
209,./sequences/prot-0175.fa,./sequences/prot-0178.fa,118,pos,9,-1,-3
210,./sequences/prot-0187.fa,./sequences/prot-0190.fa,150,pos,10,-1,-3
211,./sequences/prot-0240.fa,./sequences/prot-0242.fa,151,pos,11,-1,-3
212,./sequences/prot-0271.fa,./sequences/prot-0275.fa,309,pos,12,-1,-3
213,./sequences/prot-0298.fa,./sequences/prot-0300.fa,209,pos,13,-1,-3
214,./sequences/prot-0326.fa,./sequences/prot-0327.fa,176,pos,14,-1,-3
215,./sequences/prot-0354.fa,./sequences/prot-0355.fa,237,pos,15,-1,-3
216,./sequences/prot-0357.fa,./sequences/prot-0360.fa,200,pos,16,-1,-3
217,./sequences/prot-0361.fa,./sequences/prot-0364.fa,497,pos,17,-1,-3
218,./sequences/prot-0369.fa,./sequences/prot-0370.fa,343,pos,18,-1,-3
219,./sequences/prot-0380.fa,./sequences/prot-0384.fa,470,pos,19,-1,-3
220,./sequences/prot-0384.fa,./sequences/prot-0392.fa,439,pos,20,-1,-3
221,./sequences/prot-0410.fa,./sequences/prot-0412.fa,309,pos,21,-1,-3
222,./sequences/prot-0459.fa,./sequences/prot-0461.fa,272,pos,22,-1,-3
223,./sequences/prot-0465.fa,./sequences/prot-0466.fa,260,pos,23,-1,-3
224,./sequences/prot-0484.fa,./sequences/prot-0485.fa,146,pos,24,-1,-3
225,./sequences/prot-0507.fa,./sequences/prot-0509.fa,233,pos,25,-1,-3
226,./sequences/prot-0533.fa,./sequences/prot-0534.fa,403,pos,26,-1,-3
227,./sequences/prot-0570.fa,./sequences/prot-0572.fa,293,pos,27,-1,-3
228,./sequences/prot-0580.fa,./sequences/prot-0615.fa,220,pos,28,-1,-3
229,./sequences/prot-0582.fa,./sequences/prot-0586.fa,214,pos,29,-1,-3
230,./sequences/prot-0583.fa,./sequences/prot-0598.fa,234,pos,30,-1,-3
231,./sequences/prot-0584.fa,./sequences/prot-0611.fa,244,pos,31,-1,-3
232,./sequences/prot-0586.fa,./sequences/prot-0590.fa,217,pos,32,-1,-3
233,./sequences/prot-0587.fa,./sequences/prot-0606.fa,297,pos,33,-1,-3
234,./sequences/prot-0589.fa,./sequences/prot-0591.fa,347,pos,34,-1,-3
235,./sequences/prot-0590.fa,./sequences/prot-0610.fa,188,pos,35,-1,-3
236,./sequences/prot-0592.fa,./sequences/prot-0601.fa,376,pos,36,-1,-3
237,./sequences/prot-0594.fa,./sequences/prot-0596.fa,232,pos,37,-1,-3
238,./sequences/prot-0595.fa,./sequences/prot-0620.fa,239,pos,38,-1,-3
239,./sequences/prot-0597.fa,./sequences/prot-0621.fa,177,pos,39,-1,-3
240,./sequences/prot-0600.fa,./sequences/prot-0605.fa,166,pos,40,-1,-3
241,./sequences/prot-0602.fa,./sequences/prot-0616.fa,154,pos,41,-1,-3
242,./sequences/prot-0605.fa,./sequences/prot-0615.fa,155,pos,42,-1,-3
243,./sequences/prot-0609.fa,./sequences/prot-0611.fa,289,pos,43,-1,-3
244,./sequences/prot-0614.fa,./sequences/prot-0616.fa,236,pos,44,-1,-3
245,./sequences/prot-0659.fa,./sequences/prot-0661.fa,186,pos,45,-1,-3
246,./sequences/prot-0735.fa,./sequences/prot-0736.fa,446,pos,46,-1,-3
247,./sequences/prot-0776.fa,./sequences/prot-0779.fa,352,pos,47,-1,-3
248,./sequences/prot-0829.fa,./sequences/prot-0832.fa,100,pos,48,-1,-3
249,./sequences/prot-0860.fa,./sequences/prot-0862.fa,86,pos,49,-1,-3
250,./sequences/prot-0018.fa,./sequences/prot-0198.fa,123,neg,50,-1,-3
251,./sequences/prot-0035.fa,./sequences/prot-0071.fa,97,neg,51,-1,-3
252,./sequences/prot-0056.fa,./sequences/prot-0826.fa,62,neg,52,-1,-3
253,./sequences/prot-0075.fa,./sequences/prot-0561.fa,254,neg,53,-1,-3
254,./sequences/prot-0093.fa,./sequences/prot-0091.fa,95,neg,54,-1,-3
255,./sequences/prot-0110.fa,./sequences/prot-0613.fa,132,neg,55,-1,-3
256,./sequences/prot-0131.fa,./sequences/prot-0547.fa,232,neg,56,-1,-3
257,./sequences/prot-0148.fa,./sequences/prot-0369.fa,48,neg,57,-1,-3
258,./sequences/prot-0166.fa,./sequences/prot-0839.fa,110,neg,58,-1,-3
259,./sequences/prot-0186.fa,./sequences/prot-0014.fa,61,neg,59,-1,-3
260,./sequences/prot-0206.fa,./sequences/prot-0313.fa,250,neg,60,-1,-3
261,./sequences/prot-0228.fa,./sequences/prot-0121.fa,68,neg,61,-1,-3
262,./sequences/prot-0244.fa,./sequences/prot-0817.fa,137,neg,62,-1,-3
263,./sequences/prot-0262.fa,./sequences/prot-0540.fa,259,neg,63,-1,-3
264,./sequences/prot-0286.fa,./sequences/prot-0641.fa,152,neg,64,-1,-3
265,./sequences/prot-0305.fa,./sequences/prot-0785.fa,171,neg,65,-1,-3
266,./sequences/prot-0326.fa,./sequences/prot-0712.fa,124,neg,66,-1,-3
267,./sequences/prot-0346.fa,./sequences/prot-0063.fa,86,neg,67,-1,-3
268,./sequences/prot-0363.fa,./sequences/prot-0345.fa,51,neg,68,-1,-3
269,./sequences/prot-0380.fa,./sequences/prot-0553.fa,302,neg,69,-1,-3
270,./sequences/prot-0397.fa,./sequences/prot-0470.fa,337,neg,70,-1,-3
271,./sequences/prot-0414.fa,./sequences/prot-0903.fa,114,neg,71,-1,-3
272,./sequences/prot-0431.fa,./sequences/prot-0093.fa,112,neg,72,-1,-3
273,./sequences/prot-0446.fa,./sequences/prot-0424.fa,267,neg,73,-1,-3
274,./sequences/prot-0469.fa,./sequences/prot-0609.fa,289,neg,74,-1,-3
275,./sequences/prot-0486.fa,./sequences/prot-0314.fa,113,neg,75,-1,-3
276,./sequences/prot-0503.fa,./sequences/prot-0454.fa,198,neg,76,-1,-3
277,./sequences/prot-0520.fa,./sequences/prot-0088.fa,212,neg,77,-1,-3
278,./sequences/prot-0536.fa,./sequences/prot-0452.fa,320,neg,78,-1,-3
279,./sequences/prot-0552.fa,./sequences/prot-0460.fa,140,neg,79,-1,-3
280,./sequences/prot-0571.fa,./sequences/prot-0711.fa,360,neg,80,-1,-3
281,./sequences/prot-0595.fa,./sequences/prot-0503.fa,224,neg,81,-1,-3
282,./sequences/prot-0616.fa,./sequences/prot-0819.fa,175,neg,82,-1,-3
283,./sequences/prot-0631.fa,./sequences/prot-0386.fa,153,neg,83,-1,-3
284,./sequences/prot-0648.fa,./sequences/prot-0022.fa,99,neg,84,-1,-3
285,./sequences/prot-0665.fa,./sequences/prot-0100.fa,110,neg,85,-1,-3
286,./sequences/prot-0682.fa,./sequences/prot-0873.fa,66,neg,86,-1,-3
287,./sequences/prot-0699.fa,./sequences/prot-0760.fa,171,neg,87,-1,-3
288,./sequences/prot-0716.fa,./sequences/prot-0710.fa,132,neg,88,-1,-3
289,./sequences/prot-0734.fa,./sequences/prot-0108.fa,90,neg,89,-1,-3
290,./sequences/prot-0750.fa,./sequences/prot-0875.fa,57,neg,90,-1,-3
291,./sequences/prot-0772.fa,./sequences/prot-0886.fa,72,neg,91,-1,-3
292,./sequences/prot-0791.fa,./sequences/prot-0245.fa,220,neg,92,-1,-3
293,./sequences/prot-0805.fa,./sequences/prot-0261.fa,200,neg,93,-1,-3
294,./sequences/prot-0821.fa,./sequences/prot-0591.fa,321,neg,94,-1,-3
295,./sequences/prot-0843.fa,./sequences/prot-0026.fa,90,neg,95,-1,-3
296,./sequences/prot-0860.fa,./sequences/prot-0510.fa,91,neg,96,-1,-3
297,./sequences/prot-0878.fa,./sequences/prot-0524.fa,37,neg,97,-1,-3
298,./sequences/prot-0900.fa,./sequences/prot-0264.fa,60,neg,98,-1,-3
299,./sequences/prot-0915.fa,./sequences/prot-0407.fa,138,neg,99,-1,-3
300,./sequences/prot-0004.fa,./sequences/prot-0008.fa,179,pos,0,-1,-4
301,./sequences/prot-0031.fa,./sequences/prot-0034.fa,162,pos,1,-1,-4
302,./sequences/prot-0047.fa,./sequences/prot-0050.fa,171,pos,2,-1,-4
303,./sequences/prot-0065.fa,./sequences/prot-0069.fa,146,pos,3,-1,-4
304,./sequences/prot-0077.fa,./sequences/prot-0082.fa,227,pos,4,-1,-4
305,./sequences/prot-0098.fa,./sequences/prot-0102.fa,69,pos,5,-1,-4
306,./sequences/prot-0124.fa,./sequences/prot-0125.fa,446,pos,6,-1,-4
307,./sequences/prot-0166.fa,./sequences/prot-0177.fa,121,pos,7,-1,-4
308,./sequences/prot-0170.fa,./sequences/prot-0173.fa,143,pos,8,-1,-4
309,./sequences/prot-0175.fa,./sequences/prot-0178.fa,118,pos,9,-1,-4
310,./sequences/prot-0187.fa,./sequences/prot-0190.fa,150,pos,10,-1,-4
311,./sequences/prot-0240.fa,./sequences/prot-0242.fa,151,pos,11,-1,-4
312,./sequences/prot-0271.fa,./sequences/prot-0275.fa,309,pos,12,-1,-4
313,./sequences/prot-0298.fa,./sequences/prot-0300.fa,209,pos,13,-1,-4
314,./sequences/prot-0326.fa,./sequences/prot-0327.fa,176,pos,14,-1,-4
315,./sequences/prot-0354.fa,./sequences/prot-0355.fa,237,pos,15,-1,-4
316,./sequences/prot-0357.fa,./sequences/prot-0360.fa,200,pos,16,-1,-4
317,./sequences/prot-0361.fa,./sequences/prot-0364.fa,497,pos,17,-1,-4
318,./sequences/prot-0369.fa,./sequences/prot-0370.fa,343,pos,18,-1,-4
319,./sequences/prot-0380.fa,./sequences/prot-0384.fa,470,pos,19,-1,-4
320,./sequences/prot-0384.fa,./sequences/prot-0392.fa,439,pos,20,-1,-4
321,./sequences/prot-0410.fa,./sequences/prot-0412.fa,309,pos,21,-1,-4
322,./sequences/prot-0459.fa,./sequences/prot-0461.fa,272,pos,22,-1,-4
323,./sequences/prot-0465.fa,./sequences/prot-0466.fa,260,pos,23,-1,-4
